26870816_1	newly generated mir-23a destabilizes keap1 mrna by binding to its 3'utr.
21844895_6	all these observations suggest that mir-27b acts as a negative regulator of ppar-gamma at post-transcriptional levels, and ppar-gamma mediates the cardiac hypertrophic effect of mir-27b.
26305546_1	indeed, bioinformatic searches indicate that hdac4 are predicated to be putative mir-29a targets.
26305546_2	moreover, mir-29a overexpression significantly downregulated hdac4 immunoreactivity in mir-29atg mice with cholestasis compared with the wt littermates , indicating that mir-29a might have an impact on hdac4 expression in early cholestasis.
26305546_3	hscs of mir-29atg mice could significantly reduce the upregulation and nuclear translation of hdac4 in response to tlca stimulation in hscs .
25304362_1	the results showed that mir-134 expression levels increased in primary cultured neuronal cells and mouse brain from 12h to 7 day reoxygenation reperfusion after 1h ogd or 1h mcao treatment.
25304362_2	mir-134 overexpression promoted neuronal cell death and apoptosis by decreasing hspa12b protein levels.
26227241_1	figure 4: regulation of slc11a1 and lilr-like by mir-214.
26227241_2	figure 5: regulation of vav2 by mir-331-3p.
26227241_3	these results may indicate that similar responses are happening in the host during salmonella infection, that is, the down-regulation of mir-214 may allow for increased expression of slc11a1 and lilr-like during salmonella infection, and up-regulation of mir-331-3p expression may inhibit expression of vav2.
22232426_1	luciferase assays indicated that mir-34a and mir-449a were less effective in regulating a variant than the wildtype hnf4a 3'utr.
22232426_2	hnf4a protein expression was down-regulated by hsa-mir-449a, hsa-mir-34a, and the positive control hnf4a sirna .
22232426_3	compared with the negative control mirna , hsa-mir-34a and hsa-mir-449a reduced the pis-hnf4a luciferase activity by 25 and 28%.
26565624_1	more importantly, hoxb1 was shown experimentally to be a direct target of mir-3175 in this study.
26565624_2	in this study, we suggest that hoxb1 functions as a tumor suppressor gene in glioma and that the expression of hoxb1 is regulated by mir-3175.
26565624_4	in this study, hoxb1 was shown experimentally to be a novel target of mir-3175.
26111662_1	further, overexpression of hsa-mir-218 mimics suppression in protein levels of ptpa , suggesting that mir-218 directly targeted ptpra.
26111662_2	the application of anti-mir-218 restored and mir-218 mimics suppressed the levels of ptpa resulting from era or erb overexpression , suggesting that era and erb differentially regulated ptpa through mir-218. in our study, mir-218 specifically targeted the 3'utr of ptpa, the gene for ptpa, and regulated the tyrosine phosphorylation of gsk-3b and pp2a.
21532345_3	interestingly, two genes that were significantly downregulated were the lncrna neat-1 and a protein coding gene pspc1.
26079880_1	this indicates that mir-139 may suppress the expression of top2a through the binding sequence on its 3'utr region.
26079880_2	to further confirm that top2a is negatively regulated by mir-139, we used a lentiviral delivery system to overexpress mir-139 in tumor cells.
26079880_3	these results suggest for the first time that top2a is a directlynovel targetof mir-139 in luminal type breast cancer cells.
25725784_1	mice microglia cell lines were transfected with mir-204 mimics and inhibitors or treated with resveratrol, and the effects on cell growth, proliferation, and apoptosis of cells were assessed.
25725784_2	lps induced inflammation and activation of mice microglia.
25725784_3	through overexpression of sirt1, resveratrol, and inhibitor of mir-204 inhibited inflammation process, proliferation of mice microglia cells and promoted its apoptosis.
25725784_4	we identified if resveratrol and mir-204 could repress inflammation process and proliferation of mice microglia cell through promoting the expression of sirt1.
25928008_1	mir-148a targets hotair in breast cancer cells
25851994_1	our results reveal that mir-107 is an upstream regulator for siah1 down-regulation in human breast cancer cells and mir-107 provides a potential effective target for the treatment of tnbc.
25851994_2	our current results demonstrated that mir-107 directly down-regulated siah1 expression in human breast cancer cells.
25851994_3	our result also showed that mir-107 down-regulates siah1 expression by directly binding to its predicted sites in the 3'utr of siah1 in mcf-7 cells .
20542134_1	the results showed that mir-146a mimics obviously decreased the mrna levels of irak1 and traf6 .
20542134_2	furthermore, overexpression of mir-146a resulted in the down-regulation of the protein levels of irak1 and traf6, while mir-146a inhibitors had no obvious effect on the targetproteins .
20542134_3	taken together, above data suggest that irak1 and traf6 are potential target of mir- 146a in gastric epithelial ges-1 cells.
22386953_3	our study identified for the first time that ar is posttranscriptionally regulated by mir-124a in thyroid cancer tissues. in other words, those cases that had an inconsistency between ar mrna with ar protein had a positive correlation with mir-124a, suggesting a possible role of mir-124a in regulating the posttranscriptional processing of ar.
22386953_4	testosterone was not able to restore the inhibitory effect of mir-124a on ar luciferase activity, while it reversed the inhibitory effect of flutamide, suggesting that mir-124a is more efficient in inhibiting ar than flutamide.
20935678_1	taken together, these results suggest that tp53 is an authentic target of mir-25 and mir-30d in 293t cells.
20935678_2	we introduced these p53 constructs and mirnas into human lung adenocarcinoma p53-null h1299 cells and found that both mir-25 and mir-30d down-regulated the expression of the ectopic p53 gene with a wt 3'utr .
20935678_3	these results suggest that mir-25 and mir-30d regulate cellular senescence through down-regulating p53 expression and subsequently the expression of p21 and that such regulation depends on mirna binding sites of tp53 3'utr.
20935678_4	taken together, these data suggest that dysregulation of mir-25 and mir-30d is pathologically important to p53 function in h929 cells.
25470111_2	ctnnd1 was proved to be a direct target gene for mir-145.
25470111_3	besides suppressing cytoplasmic ctnnd1 expression, mir-145 could recover the membranous localization of ctnnd1 and e-cadherin.
26163260_2	and targetscan were used and identified a conserved mir-503-binding site in the 3'utr of prmt1 mrna.
26163260_4	these data indicate that prmt1 is one of the direct targets of mir-503 in hcc.
26163260_5	mir-503 mimics markedly increased the expression of mir-503, and mir-503 inhibitors markedly increased the expression of mir-503 expression.
26163260_6	these results demonstrated that prmt1 is a direct target of mir-503 in hcc cells.
26189788_1	mir-let-7f targets cyclin d1 while mir-138 targets cyclin d3.
26189788_2	fig. 5. post-transcriptional repression of cyc d1 and cyc d3 by mir-let-7f and mir-138.
23568502_1	inhibited mir-155 expression by transfection with mir-155 inhibitors reduced proliferation and promoted apoptosis of mcf-7 cells.
23568502_2	moreover, tp53inp1 is one of the targets of mir-155.
22353043_1	and over-expression of mir-21 in u251 cells abolished the enhancement of pdcd4 protein by ua.
22915757_1	here, we report that the metastasis-associated microrna mir-10b directly binds the 3' untranslated region of micb and downregulates its expression.
22915757_2	as can be seen in fig.2b, a moderate, yet significant decrease in luciferase activity was observed in the presence of mir-10b, whereas the mutations in the 3'utr of micb abolished this effect, indicating that mir-10b indeed directly target micb at the predicted binding site.
22915757_3	therefore, we concluded that mir-10b specifically controls micb expression.
22915757_4	thus, we concluded that targeting of micb by mir-10b leads to a specific reduction of micb expression and consequently to reduced killing by nk cells.
26250158_1	taken together, these results suggest that pld1 is a potential target gene of mir-638 in gc. the protein levels of pld1 were determined by western blotting in mkn-45 and sgc-7901 cells transfected with mir-638 mimic, mir-638 inhibitor or the corresponding nc.
